case_id,reference_url,report_date,state,title,summary,amount_lost,scam_category,case_status,confidence_score,state
#0359,-,7/12/2024,KUANTAN,"Australia to bring anti-scam law targeting internet giants this year, regulator says : SYDNEY (Reuters) -     Australia plans to introduce a law by the end of the year forcing internet companies to proactively stop hosting scams or face hefty fines, the top consumer regulator said on Friday, potentially setting up another showdown with Big Tech.","Australia to bring anti-scam law targeting internet giants this year, regulator says : SYDNEY (Reuters) -     Australia plans to introduce a law by the end of the year forcing internet companies to proactively stop hosting scams or face hefty fines, the top consumer regulator said on Friday, potentially setting up another showdown with Big Tech.",,,legit,0,KUANTAN
#0360,https://example-news.com/article/42379/vietnamese-authorities-warn-of-rising-ai-driven-deepfake-extortion-scams,2/24/2024,Batu Pahat,Vietnamese authorities warn of rising AI-driven deepfake extortion scams,This is a news report about 'Vietnamese authorities warn of rising AI-driven deepfake extortion scams'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Batu Pahat
#0361,https://example-news.com/article/75865/money-laundering-in-scams:-how-it-works,12/11/2023,Kuantan,Money laundering in scams: How it works,This is a news report about 'Money laundering in scams: How it works'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Kuantan
#0362,https://example-news.com/article/72967/ngo:-myanmar-scam-centres-thriving-despite-quake-and-crackdown,5/27/2025,Kangar,NGO: Myanmar scam centres thriving despite quake and crackdown,This is a news report about 'NGO: Myanmar scam centres thriving despite quake and crackdown'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Kangar
#0363,https://example-news.com/article/95929/watch-out-for-fake-captcha-scams-online,10/29/2024,Ipoh,Watch out for fake CAPTCHA scams online,This is a news report about 'Watch out for fake CAPTCHA scams online'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Ipoh
#0364,"https://example-news.com/article/85817/strengthen-enforcement-and-leverage-technology-to-curb-online-scams,-says-crime-watch-body",5/27/2024,Alor Setar,"Strengthen enforcement and leverage technology to curb online scams, says crime watch body","This is a news report about 'Strengthen enforcement and leverage technology to curb online scams, says crime watch body'. It discusses the rise of online fraud and provides information on preventive measures.",0,News Report,legit,0,Alor Setar
#0365,https://example-news.com/article/59428/meta-expands-facial-recognition-tools-to-spot-celeb-scam-adverts,10/30/2023,Petaling Jaya,Meta expands facial recognition tools to spot celeb scam adverts,This is a news report about 'Meta expands facial recognition tools to spot celeb scam adverts'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Petaling Jaya
#0366,https://example-news.com/article/61505/online-scams:-a-global-problem,2/4/2025,Kangar,Online scams: A global problem,This is a news report about 'Online scams: A global problem'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Kangar
#0367,https://example-news.com/article/56511/how-ai-can-protect-users-from-call-and-text-scams,11/13/2023,Batu Pahat,How AI can protect users from call and text scams,This is a news report about 'How AI can protect users from call and text scams'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Batu Pahat
#0368,"https://example-news.com/article/55027/thailand-has-made-big-progress-in-combating-scam-syndicates-along-borders,-says-pm-paetongtarn",11/8/2023,Subang Jaya,"Thailand has made big progress in combating scam syndicates along borders, says PM Paetongtarn","This is a news report about 'Thailand has made big progress in combating scam syndicates along borders, says PM Paetongtarn'. It discusses the rise of online fraud and provides information on preventive measures.",0,News Report,legit,0,Subang Jaya
#0369,https://example-news.com/article/83319/report:-scam-calls-in-malaysia-skyrocketed-by-82.81%-in-2024,3/19/2024,Kangar,Report: Scam calls in Malaysia skyrocketed by 82.81% in 2024,This is a news report about 'Report: Scam calls in Malaysia skyrocketed by 82.81% in 2024'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Kangar
#0370,"https://example-news.com/article/21578/call-centre-scam-damage-falls-by-20%,-says-thai-minister",6/21/2024,Alor Setar,"Call-centre scam damage falls by 20%, says Thai minister","This is a news report about 'Call-centre scam damage falls by 20%, says Thai minister'. It discusses the rise of online fraud and provides information on preventive measures.",0,News Report,legit,0,Alor Setar
#0371,https://example-news.com/article/65770/bukit-aman-proposes-139-permanent-posts-to-enhance-national-scam-response-centre,5/30/2024,Butterworth,Bukit Aman proposes 139 permanent posts to enhance National Scam Response Centre,This is a news report about 'Bukit Aman proposes 139 permanent posts to enhance National Scam Response Centre'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Butterworth
#0372,https://example-news.com/article/74057/philippines-among-top-ten-sources-of-romance-scams,7/17/2023,Batu Pahat,Philippines among top ten sources of romance scams,This is a news report about 'Philippines among top ten sources of romance scams'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Batu Pahat
#0373,https://example-news.com/article/37008/cambodian-pm-manet-gets-serious-on-scams;-personally-leading-new-commission,12/11/2023,Kuala Terengganu,Cambodian PM Manet gets serious on scams; personally leading new commission,This is a news report about 'Cambodian PM Manet gets serious on scams; personally leading new commission'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Kuala Terengganu
#0374,https://example-news.com/article/28517/bank-employees-honoured-for-scam-prevention-efforts,7/10/2023,Alor Setar,Bank employees honoured for scam prevention efforts,This is a news report about 'Bank employees honoured for scam prevention efforts'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Alor Setar
#0375,https://example-news.com/article/10252/thailand-cuts-power-to-myanmar-border-regions-to-fight-scam-centres,11/7/2023,Kuantan,Thailand cuts power to Myanmar border regions to fight scam centres,This is a news report about 'Thailand cuts power to Myanmar border regions to fight scam centres'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Kuantan
#0376,https://example-news.com/article/64156/china's-xi-and-thailand's-leader-vow-to-crack-down-on-scam-networks-that-plague-south-east-asia,4/20/2025,Butterworth,China's Xi and Thailand's leader vow to crack down on scam networks that plague South-East Asia,This is a news report about 'China's Xi and Thailand's leader vow to crack down on scam networks that plague South-East Asia'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Butterworth
#0377,"https://example-news.com/article/44641/myanmar's-sac-chairman-warns-of-tough-action-against-officials-linked-to-online-gambling,-scams",3/14/2024,Kota Bharu,"Myanmar's SAC chairman warns of tough action against officials linked to online gambling, scams","This is a news report about 'Myanmar's SAC chairman warns of tough action against officials linked to online gambling, scams'. It discusses the rise of online fraud and provides information on preventive measures.",0,News Report,legit,0,Kota Bharu
#0378,https://example-news.com/article/62194/thai-government-pledges-crackdown-on-call-centre-scams-with-regional-cooperation,4/20/2024,Seremban,Thai government pledges crackdown on call centre scams with regional cooperation,This is a news report about 'Thai government pledges crackdown on call centre scams with regional cooperation'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Seremban
#0379,https://example-news.com/article/64043/how-it's-done:-tips-for-avoiding-romance-scams,4/26/2025,Batu Pahat,How it's done: Tips for avoiding romance scams,This is a news report about 'How it's done: Tips for avoiding romance scams'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Batu Pahat
#0380,https://example-news.com/article/77784/malaysian-police-bust-major-online-investment-scam-syndicate,4/10/2024,Kuching,Malaysian police bust major online investment scam syndicate,This is a news report about 'Malaysian police bust major online investment scam syndicate'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Kuching
#0381,https://example-news.com/article/38181/consumer-alert:-new-wave-of-phishing-emails-targeting-online-shoppers,1/11/2025,Malacca City,Consumer alert: New wave of phishing emails targeting online shoppers,This is a news report about 'Consumer alert: New wave of phishing emails targeting online shoppers'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Malacca City
#0382,https://example-news.com/article/10478/elderly-woman-loses-life-savings-in-a-love-scam,12/11/2023,Kuala Terengganu,Elderly woman loses life savings in a love scam,This is a news report about 'Elderly woman loses life savings in a love scam'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Kuala Terengganu
#0383,https://example-news.com/article/74182/how-to-identify-and-avoid-job-scams,8/9/2024,Seremban,How to identify and avoid job scams,This is a news report about 'How to identify and avoid job scams'. It discusses the rise of online fraud and provides information on preventive measures.,0,News Report,legit,0,Seremban
